Gene stable ID	Source of gene name	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Caenorhabditis elegans gene stable ID	Caenorhabditis elegans gene name	Caenorhabditis elegans homology type	Caenorhabditis elegans chromosome/scaffold name	Caenorhabditis elegans chromosome/scaffold start (bp)	Caenorhabditis elegans chromosome/scaffold end (bp)	Gene name	Strand	%id. target Caenorhabditis elegans gene identical to query gene	%id. query gene identical to target Caenorhabditis elegans gene
ENSG00000005810	HGNC Symbol	13	77044655	77327050	WBGene00004457	rpm-1	ortholog_one2many	V	8805416	8819955	MYCBP2	-1	24.569	30.2708
ENSG00000111452	HGNC Symbol	12	130953907	131141469	WBGene00002252	lat-2	ortholog_many2many	II	4359082	4368332	ADGRD1	1	18.7638	12.7055
ENSG00000111452	HGNC Symbol	12	130953907	131141469	WBGene00002251	lat-1	ortholog_many2many	II	8896841	8908666	ADGRD1	1	16.8874	15.0888
ENSG00000015532	HGNC Symbol	17	50346092	50363138	WBGene00005024	sqv-6	ortholog_one2many	V	951454	964800	XYLT2	1	23.9306	25.6824
ENSG00000076513	HGNC Symbol	12	109999186	110039763	WBGene00015978	C18F10.7	ortholog_one2many	III	6276048	6278351	ANKRD13A	1	32.2034	32.646
ENSG00000186908	HGNC Symbol	12	76763588	76853696	WBGene00044071	dhhc-14	ortholog_many2many	X	8552261	8556351	ZDHHC17	1	25.1582	28.1416
ENSG00000186908	HGNC Symbol	12	76763588	76853696	WBGene00019257	dhhc-13	ortholog_many2many	IV	5917326	5921446	ZDHHC17	1	21.9937	23.4401
ENSG00000086598	HGNC Symbol	12	123584531	123598577	WBGene00004766	sel-9	ortholog_one2one	V	8301490	8302580	TMED2	1	67.1642	66.5025
ENSG00000168906	HGNC Symbol	2	85539165	85545280	WBGene00008205	sams-1	ortholog_many2many	X	11965962	11969784	MAT2A	1	64.8101	63.5236
ENSG00000168906	HGNC Symbol	2	85539165	85545280	WBGene00015540	sams-4	ortholog_many2many	IV	5843890	5846398	MAT2A	1	70.3797	68.8119
ENSG00000168906	HGNC Symbol	2	85539165	85545280	WBGene00015538	sams-3	ortholog_many2many	IV	5848657	5850845	MAT2A	1	70.6329	69.0594
ENSG00000162415	HGNC Symbol	1	45016399	45306209	WBGene00004140	ebax-1	ortholog_one2many	IV	10286955	10293013	ZSWIM5	-1	19.8312	13.6867
ENSG00000114019	HGNC Symbol	3	134355874	134375479	WBGene00019102	F59C12.3	ortholog_one2many	X	16603364	16609524	AMOTL2	-1	10.2748	16.5703
ENSG00000109339	HGNC Symbol	4	85990007	86594625	WBGene00002178	jnk-1	ortholog_one2many	IV	6957641	6963716	MAPK10	-1	57.3276	57.4514
ENSG00000174004	HGNC Symbol	3	196639686	196662004	WBGene00011971	lron-9	ortholog_many2many	I	7684882	7689403	NRROS	1	7.65896	8.11639
ENSG00000174004	HGNC Symbol	3	196639686	196662004	WBGene00011345	dma-1	ortholog_many2many	I	8281969	8284460	NRROS	1	10.8382	12.4378
ENSG00000196549	HGNC Symbol	3	155024124	155183729	WBGene00020230	nep-2	ortholog_one2many	II	2717522	2725541	MME	1	34.9333	35.5978
ENSG00000084092	HGNC Symbol	4	56963370	56978823	WBGene00013001	Y48E1B.2	ortholog_one2one	II	13533486	13541084	NOA1	-1	29.9427	26.5565
ENSG00000159063	HGNC Symbol	11	78100936	78139660	WBGene00007464	C08H9.3	ortholog_one2one	II	9882728	9886442	ALG8	-1	35.7414	24.5431
ENSG00000120800	HGNC Symbol	12	101280109	101386616	WBGene00007050	utp-20	ortholog_one2one	II	6536380	6554846	UTP20	1	20.4309	21.7757
ENSG00000158092	HGNC Symbol	3	136862208	136949823	WBGene00006410	nck-1	ortholog_one2many	X	4148648	4153443	NCK1	1	46.4191	44.3038
ENSG00000125266	HGNC Symbol	13	106489731	106535662	WBGene00006869	vab-2	ortholog_many2many	IV	3761192	3766826	EFNB2	-1	20.1201	24.0143
ENSG00000125266	HGNC Symbol	13	106489731	106535662	WBGene00001163	efn-2	ortholog_many2many	IV	10576350	10578288	EFNB2	-1	20.1201	30.7339
ENSG00000125266	HGNC Symbol	13	106489731	106535662	WBGene00001164	efn-3	ortholog_many2many	X	13475964	13477456	EFNB2	-1	14.4144	22.7488
ENSG00000166337	HGNC Symbol	11	6606296	6612667	WBGene00006392	taf-10	ortholog_one2one	V	4687107	4688028	TAF10	-1	30.7339	37.4302
ENSG00000144677	HGNC Symbol	3	37861960	37984469	WBGene00007054	scpl-1	ortholog_one2many	I	10085713	10102012	CTDSPL	1	50.7246	28.5132
ENSG00000170473	HGNC Symbol	12	55901413	55932618	WBGene00011871	T20G5.9	ortholog_one2one	III	10209840	10211093	PYM1	-1	26.4706	32.9268
ENSG00000162402	HGNC Symbol	1	55066359	55215113	WBGene00011980	T24B8.7	ortholog_one2many	II	9042180	9053824	USP24	-1	18.7786	16.7461
ENSG00000182872	HGNC Symbol	X	47144869	47186813	WBGene00020346	rbm-5	ortholog_one2many	I	6215669	6219911	RBM10	1	21.3065	22.9189
ENSG00000060656	HGNC Symbol	1	29236516	29326813	WBGene00000548	clr-1	ortholog_one2many	II	5466363	5473812	PTPRU	1	19.7095	19.7368
ENSG00000100170	HGNC Symbol	22	32043032	32113029	WBGene00018716	F52H2.4	ortholog_many2many	X	2543391	2548028	SLC5A1	1	12.3494	16.8724
ENSG00000100170	HGNC Symbol	22	32043032	32113029	WBGene00014092	ZK822.5	ortholog_many2many	IV	11937384	11940604	SLC5A1	1	16.2651	18.7175
ENSG00000157152	HGNC Symbol	3	12004402	12191400	WBGene00004913	snn-1	ortholog_one2many	IV	1805037	1815099	SYN2	1	18.3849	22.5738
ENSG00000274810	HGNC Symbol	3	132558142	132722459	WBGene00002215	klc-2	ortholog_many2many	V	5575410	5581713	NPHP3-ACAD11	-1	24.1379	10.3704
ENSG00000274810	HGNC Symbol	3	132558142	132722459	WBGene00002214	klc-1	ortholog_many2many	IV	11083735	11086050	NPHP3-ACAD11	-1	18.5345	8.02239
ENSG00000126561	HGNC Symbol	17	42287547	42311943	WBGene00013111	sta-1	ortholog_one2many	IV	16664320	16671467	STAT5A	1	21.1587	23.796
ENSG00000163281	HGNC Symbol	4	44682200	44726595	WBGene00011399	T03F6.3	ortholog_one2many	III	13389399	13390857	GNPDA2	-1	64.1304	66.2921
ENSG00000163584	HGNC Symbol	3	170864875	170870483	WBGene00004434	rpl-22	ortholog_one2many	II	5055616	5056214	RPL22L1	-1	54.918	51.5385
ENSG00000155957	HGNC Symbol	12	66135846	66170072	WBGene00006479	tmbi-4	ortholog_one2many	X	9150694	9160646	TMBIM4	-1	28.4211	29.3478
ENSG00000136937	HGNC Symbol	9	97633626	97673748	WBGene00018156	ncbp-1	ortholog_one2one	I	6421978	6425794	NCBP1	1	34.9367	34.5865
ENSG00000123407	HGNC Symbol	12	53954834	53958956	WBGene00004024	php-3	ortholog_many2many	III	12074290	12077556	HOXC12	1	16.6667	17.0909
ENSG00000123407	HGNC Symbol	12	53954834	53958956	WBGene00003779	nob-1	ortholog_many2many	III	12077747	12084316	HOXC12	1	15.2482	17.6955
ENSG00000123427	HGNC Symbol	12	57771492	57782541	WBGene00016591	C42C1.13	ortholog_one2many	IV	12278729	12279546	EEF1AKMT3	1	29.2035	32.0388
ENSG00000143106	HGNC Symbol	1	109399031	109426427	WBGene00003926	pas-5	ortholog_one2one	I	10566350	10567300	PSMA5	-1	62.2407	60.4839
ENSG00000012963	HGNC Symbol	14	93207056	93229215	WBGene00011912	T22C1.1	ortholog_one2many	I	7936223	7938328	UBR7	1	24	28.6517
ENSG00000119698	HGNC Symbol	14	94146128	94279735	WBGene00009781	F46C5.6	ortholog_one2one	II	8840200	8844515	PPP4R4	1	23.2532	21.4815
ENSG00000162526	HGNC Symbol	1	32351521	32364312	WBGene00015230	tag-344	ortholog_many2many	I	10644245	10645617	TSSK3	1	38.0597	27.7929
ENSG00000162526	HGNC Symbol	1	32351521	32364312	WBGene00012638	Y38H8A.4	ortholog_many2many	IV	13470566	13472369	TSSK3	1	37.3134	30.2115
ENSG00000162526	HGNC Symbol	1	32351521	32364312	WBGene00044388	C27D6.11	ortholog_many2many	II	5159717	5161130	TSSK3	1	38.806	31.1377
ENSG00000100577	HGNC Symbol	14	77320884	77331597	WBGene00001790	gst-42	ortholog_one2many	X	11726271	11727936	GSTZ1	1	47.6852	48.1308
ENSG00000100577	HGNC Symbol	14	77320884	77331597	WBGene00021817	Y53G8B.1	ortholog_one2many	III	3129277	3131399	GSTZ1	1	47.2222	47.8873
ENSG00000100577	HGNC Symbol	14	77320884	77331597	WBGene00001791	gst-43	ortholog_one2many	I	2901325	2903006	GSTZ1	1	45.3704	45.7944
ENSG00000158828	HGNC Symbol	1	20633455	20651511	WBGene00017137	pink-1	ortholog_one2one	II	5393293	5395694	PINK1	1	28.5714	25.897
ENSG00000163995	HGNC Symbol	4	7965310	8158832	WBGene00006839	unc-115	ortholog_one2many	X	10146889	10153142	ABLIM2	-1	26.0465	26.2911
ENSG00000196862	HGNC Symbol	2	107826937	107890841	WBGene00000889	cyn-13	ortholog_one2many	IV	17111082	17116666	RGPD4	1	2.61661	13.8973
ENSG00000283039	HGNC Symbol	1	44137821	44141631	WBGene00022592	klu-2	ortholog_many2many	I	6386149	6392524	KLF18	-1	4.75285	12.9534
ENSG00000283039	HGNC Symbol	1	44137821	44141631	WBGene00044651	egrh-3	ortholog_many2many	IV	2680098	2688808	KLF18	-1	4.65779	15.3125
ENSG00000283039	HGNC Symbol	1	44137821	44141631	WBGene00013970	klu-1	ortholog_many2many	I	14975419	14980586	KLF18	-1	6.46388	12.523
ENSG00000115760	HGNC Symbol	2	32357028	32618899	WBGene00006712	ubc-17	ortholog_one2one	X	7050577	7055667	BIRC6	1	5.00309	33.3791
ENSG00000164754	HGNC Symbol	8	116845935	116874866	WBGene00004737	scc-1	ortholog_many2many	II	4698721	4700994	RAD21	-1	29.9525	29.3023
ENSG00000164754	HGNC Symbol	8	116845935	116874866	WBGene00000591	coh-1	ortholog_many2many	X	7465193	7475014	RAD21	-1	30.7449	32.4958
ENSG00000150995	HGNC Symbol	3	4493348	4847840	WBGene00002173	itr-1	ortholog_one2one	IV	7675174	7696923	ITPR1	1	40.2114	38.1397
ENSG00000072657	HGNC Symbol	12	72087266	72670757	WBGene00010999	R03G8.4	ortholog_many2many	X	13101306	13104205	TRHDE	1	17.0898	22.2646
ENSG00000072657	HGNC Symbol	12	72087266	72670757	WBGene00020465	T12E12.6	ortholog_many2many	IV	5567020	5574133	TRHDE	1	13.3789	21.3729
ENSG00000072657	HGNC Symbol	12	72087266	72670757	WBGene00012776	Y42A5A.1	ortholog_many2many	V	11088154	11097970	TRHDE	1	22.168	21.7225
ENSG00000072657	HGNC Symbol	12	72087266	72670757	WBGene00011803	T16G12.1	ortholog_many2many	III	10040191	10049857	TRHDE	1	23.7305	12.8571
ENSG00000072657	HGNC Symbol	12	72087266	72670757	WBGene00022073	Y67D8C.9	ortholog_many2many	IV	3077466	3086923	TRHDE	1	21.7773	19.493
ENSG00000072657	HGNC Symbol	12	72087266	72670757	WBGene00007071	AC3.5	ortholog_many2many	V	10388402	10393504	TRHDE	1	19.6289	18.4404
ENSG00000072657	HGNC Symbol	12	72087266	72670757	WBGene00011587	T07F10.1	ortholog_many2many	V	12859381	12863833	TRHDE	1	25.7812	26.7206
ENSG00000072657	HGNC Symbol	12	72087266	72670757	WBGene00011000	R03G8.6	ortholog_many2many	X	13094558	13100445	TRHDE	1	18.457	25.3012
ENSG00000072657	HGNC Symbol	12	72087266	72670757	WBGene00013166	Y53F4B.20	ortholog_many2many	II	15084476	15089626	TRHDE	1	11.2305	16.5706
ENSG00000147044	HGNC Symbol	X	41514934	41923645	WBGene00002991	lin-2	ortholog_one2one	X	12399517	12414037	CASK	-1	50.4886	48.3871
ENSG00000113262	HGNC Symbol	5	178978327	178996206	WBGene00003232	mgl-1	ortholog_many2many	X	9968517	9976392	GRM6	-1	37.7423	34.7689
ENSG00000113262	HGNC Symbol	5	178978327	178996206	WBGene00021152	mgl-3	ortholog_many2many	IV	5423576	5450802	GRM6	-1	37.8563	32.9365
ENSG00000113262	HGNC Symbol	5	178978327	178996206	WBGene00003233	mgl-2	ortholog_many2many	I	10384219	10391388	GRM6	-1	33.0673	28.0193
ENSG00000135502	HGNC Symbol	12	57619527	57626151	WBGene00010788	sulp-4	ortholog_many2many	V	11875360	11879141	SLC26A10	1	32.1492	24.1656
ENSG00000135502	HGNC Symbol	12	57619527	57626151	WBGene00012259	sulp-7	ortholog_many2many	X	11080678	11087474	SLC26A10	1	27.7087	26.8041
ENSG00000135502	HGNC Symbol	12	57619527	57626151	WBGene00013963	sulp-8	ortholog_many2many	V	9670028	9673630	SLC26A10	1	29.1297	26.8412
ENSG00000135502	HGNC Symbol	12	57619527	57626151	WBGene00017464	sulp-2	ortholog_many2many	X	5595778	5599330	SLC26A10	1	26.2877	22.6994
ENSG00000135502	HGNC Symbol	12	57619527	57626151	WBGene00018283	sulp-3	ortholog_many2many	X	8403539	8408367	SLC26A10	1	26.4654	19.0537
ENSG00000135502	HGNC Symbol	12	57619527	57626151	WBGene00010789	sulp-5	ortholog_many2many	V	11880068	11883160	SLC26A10	1	29.8401	23.1724
ENSG00000135476	HGNC Symbol	12	53268299	53293643	WBGene00004775	sep-1	ortholog_one2many	I	3433157	3438543	ESPL1	1	11.0377	18.542
ENSG00000135476	HGNC Symbol	12	53268299	53293643	WBGene00022741	ZK430.5	ortholog_one2many	II	4405864	4416553	ESPL1	1	9.71698	16.1442
ENSG00000180979	HGNC Symbol	15	42537820	42548802	WBGene00022759	ZK546.2	ortholog_one2one	II	4946025	4948070	LRRC57	-1	43.9331	20.9581
ENSG00000243989	HGNC Symbol	3	51983278	51989202	WBGene00007507	C10C5.3	ortholog_many2many	IV	9374733	9376492	ACY1	1	45.098	46.1153
ENSG00000243989	HGNC Symbol	3	51983278	51989202	WBGene00007508	C10C5.4	ortholog_many2many	IV	9378552	9380450	ACY1	1	45.3431	46.5995
ENSG00000243989	HGNC Symbol	3	51983278	51989202	WBGene00007509	C10C5.5	ortholog_many2many	IV	9381515	9383115	ACY1	1	45.8333	47.1033
ENSG00000243989	HGNC Symbol	3	51983278	51989202	WBGene00015509	C06A6.4	ortholog_many2many	IV	7826334	7829301	ACY1	1	46.0784	45.7421
ENSG00000065308	HGNC Symbol	6	52497402	52576915	WBGene00007696	tram-1	ortholog_one2many	IV	10219373	10221281	TRAM2	-1	34.3243	34.0483
ENSG00000263809	Clone-based (Ensembl) gene	17	8368638	8383187	WBGene00004440	rpl-26	ortholog_one2many	II	8602787	8603581	AC135178.2	-1	63.5514	47.8873
ENSG00000013523	HGNC Symbol	14	76786178	76826246	WBGene00020955	angl-1	ortholog_one2many	V	2653079	2662655	ANGEL1	-1	16.2687	20.9615
ENSG00000062598	HGNC Symbol	20	46366049	46432985	WBGene00000426	ced-12	ortholog_one2many	I	10222881	10227009	ELMO2	-1	19.3056	18.8347
ENSG00000063761	HGNC Symbol	14	77800083	77935012	WBGene00008410	D2023.6	ortholog_one2one	V	11827306	11829370	ADCK1	1	42.6386	43.5547
ENSG00000013573	HGNC Symbol	12	31073845	31104791	WBGene00010839	chl-1	ortholog_one2one	III	10399174	10405240	DDX11	1	28.9691	33.8554
ENSG00000172943	HGNC Symbol	X	53936676	54048958	WBGene00005013	jmjd-1.1	ortholog_many2many	II	11806567	11808805	PHF8	-1	14.3396	27.7372
ENSG00000172943	HGNC Symbol	X	53936676	54048958	WBGene00017920	jmjd-1.2	ortholog_many2many	IV	4660991	4665204	PHF8	-1	17.6415	20.1292
ENSG00000147174	HGNC Symbol	X	71578411	71613583	WBGene00022694	gcna-1	ortholog_one2one	III	6006344	6009084	GCNA	1	13.7482	17.8571
ENSG00000172731	HGNC Symbol	10	70298970	70382650	WBGene00010675	K08E7.8	ortholog_one2one	IV	12585192	12586216	LRRC20	-1	22.8261	23.8636
ENSG00000172955	HGNC Symbol	4	99202638	99219537	WBGene00019240	H24K24.3	ortholog_one2many	V	911776	916315	ADH6	-1	47.7333	46.3731
ENSG00000116954	HGNC Symbol	1	38838198	38859823	WBGene00012497	ragc-1	ortholog_one2many	IV	11603613	11604927	RRAGC	-1	40.8521	48.2249
ENSG00000126945	HGNC Symbol	X	101408295	101414133	WBGene00022253	hrpf-2	ortholog_many2many	IV	6373162	6376523	HNRNPH2	1	34.0757	25.082
ENSG00000126945	HGNC Symbol	X	101408295	101414133	WBGene00020936	hrpf-1	ortholog_many2many	I	6753219	6756348	HNRNPH2	1	24.2762	19.8543
ENSG00000198087	HGNC Symbol	6	47477789	47627263	WBGene00021549	Y44E3A.4	ortholog_one2many	I	3319540	3330673	CD2AP	1	19.8748	23.049
ENSG00000168397	HGNC Symbol	2	241637213	241673857	WBGene00013595	atg-4.1	ortholog_one2many	I	13536892	13542703	ATG4B	1	40.7125	33.264
ENSG00000172890	HGNC Symbol	11	71453109	71524107	WBGene00007698	qns-1	ortholog_one2one	IV	10214986	10219308	NADSYN1	1	45.8924	46.0882
ENSG00000147533	HGNC Symbol	8	41490396	41510980	WBGene00013323	Y57G11C.33	ortholog_one2many	IV	14657081	14658165	GOLGA7	1	32.1168	24.8588
ENSG00000130826	HGNC Symbol	X	154762742	154777689	WBGene00010478	K01G5.5	ortholog_one2one	III	10748429	10750080	DKC1	1	56.6148	65.3933
ENSG00000131748	HGNC Symbol	17	39637065	39663484	WBGene00017826	tag-340	ortholog_one2many	III	4900073	4903143	STARD3	1	22.6966	22.5951
ENSG00000177200	HGNC Symbol	16	53055033	53329150	WBGene00007053	chd-7	ortholog_one2many	I	4685865	4698575	CHD9	1	28.098	27.4351
ENSG00000163618	HGNC Symbol	3	62398346	62875389	WBGene00006767	unc-31	ortholog_one2many	IV	12773862	12787513	CADPS	-1	47.7458	46.1099
ENSG00000105373	HGNC Symbol	19	47745522	47757058	WBGene00012692	Y39B6A.33	ortholog_one2one	V	19001956	19006711	NOP53	1	21.7573	23.7443
ENSG00000196839	HGNC Symbol	20	44619522	44652233	WBGene00015551	C06G3.5	ortholog_one2one	IV	7024211	7028144	ADA	-1	38.292	35.5499
ENSG00000073734	HGNC Symbol	2	168922938	169031322	WBGene00003996	pgp-2	ortholog_one2many	I	5886613	5895970	ABCB11	-1	37.6987	38.4259
ENSG00000153130	HGNC Symbol	4	140257286	140385726	WBGene00006802	unc-69	ortholog_one2one	III	10318939	10320021	SCOC	1	31.4465	28.4091
ENSG00000083444	HGNC Symbol	1	11934205	11975538	WBGene00002497	let-268	ortholog_one2many	II	10033309	10039980	PLOD1	1	43.0536	42.8767
ENSG00000226941	HGNC Symbol	Y	22403461	22417881	WBGene00004705	rsp-8	ortholog_one2many	III	11826215	11830996	RBMY1J	1	10.8871	17.4757
ENSG00000128595	HGNC Symbol	7	128739292	128771807	WBGene00019760	calu-1	ortholog_one2many	X	4969537	4972281	CALU	1	46.13	47.4522
ENSG00000076258	HGNC Symbol	1	171314208	171342084	WBGene00001480	fmo-5	ortholog_many2many	V	899310	903665	FMO4	1	36.3799	39.1892
ENSG00000076258	HGNC Symbol	1	171314208	171342084	WBGene00001476	fmo-1	ortholog_many2many	IV	10661857	10664404	FMO4	1	35.3047	36.9606
ENSG00000076258	HGNC Symbol	1	171314208	171342084	WBGene00001479	fmo-4	ortholog_many2many	V	13603276	13606701	FMO4	1	33.5125	32.9225
ENSG00000076258	HGNC Symbol	1	171314208	171342084	WBGene00001478	fmo-3	ortholog_many2many	III	10694590	10698861	FMO4	1	35.1254	38.2812
ENSG00000076258	HGNC Symbol	1	171314208	171342084	WBGene00001477	fmo-2	ortholog_many2many	IV	10682524	10684385	FMO4	1	34.2294	36.1059
ENSG00000129204	HGNC Symbol	17	5116438	5175034	WBGene00000874	cyk-3	ortholog_one2many	III	6020165	6024659	USP6	1	16.9275	20.2037
ENSG00000184709	HGNC Symbol	9	137168758	137170051	WBGene00004854	slt-1	ortholog_one2many	X	14674328	14683326	LRRC26	-1	20.9581	4.96454
ENSG00000132824	HGNC Symbol	20	44496221	44522109	WBGene00011250	R11H6.2	ortholog_many2many	V	14597939	14600092	SERINC3	-1	40.1691	42.9864
ENSG00000132824	HGNC Symbol	20	44496221	44522109	WBGene00021956	Y57E12AL.1	ortholog_many2many	V	7060811	7062695	SERINC3	-1	41.0148	42.2658
ENSG00000196312	HGNC Symbol	9	96887373	97013708	WBGene00020798	T25D3.4	ortholog_one2many	II	147241	152825	MFSD14C	-1	48	13.0909
ENSG00000163114	HGNC Symbol	4	95840019	95841474	WBGene00011510	pdha-1	ortholog_one2many	II	8066111	8068184	PDHA2	1	55.6701	52.1739
ENSG00000105576	HGNC Symbol	19	12699194	12724011	WBGene00002076	imb-2	ortholog_one2many	II	14365705	14373899	TNPO2	-1	49.7213	50.1687
ENSG00000122121	HGNC Symbol	X	129738974	129769538	WBGene00000155	app-1	ortholog_one2many	I	4964667	4967089	XPNPEP2	1	31.3056	34.2532
ENSG00000122121	HGNC Symbol	X	129738974	129769538	WBGene00021555	Y45G5AM.2	ortholog_one2many	V	4175882	4181357	XPNPEP2	1	25.6677	16.3054
ENSG00000083520	HGNC Symbol	13	72752169	72782096	WBGene00001001	dis-3	ortholog_one2one	IV	10097196	10106556	DIS3	-1	44.6764	44.5369
ENSG00000213930	HGNC Symbol	9	34638133	34651035	WBGene00014203	ZK1058.3	ortholog_one2one	III	3918871	3920700	GALT	1	45.1187	48.5795
ENSG00000166741	HGNC Symbol	11	114257787	114313285	WBGene00011573	anmt-3	ortholog_one2many	V	9956879	9958331	NNMT	1	24.6212	22.9682
ENSG00000138696	HGNC Symbol	4	94757968	95158448	WBGene00004860	sma-6	ortholog_one2many	II	6324484	6327355	BMPR1B	1	35.1504	29.4025
ENSG00000114391	HGNC Symbol	3	101681091	101686782	WBGene00004436	rpl-24.1	ortholog_one2one	I	4585115	4586177	RPL24	-1	52.2293	51.5723
ENSG00000131043	HGNC Symbol	20	36236459	36270918	WBGene00008639	F10B5.2	ortholog_one2one	II	8144762	8147236	AAR2	1	32.5521	35.014
ENSG00000166736	HGNC Symbol	11	113974881	113990313	WBGene00000057	acr-18	ortholog_many2many	V	15551155	15559147	HTR3A	1	21.3178	21.5686
ENSG00000166736	HGNC Symbol	11	113974881	113990313	WBGene00000951	deg-3	ortholog_many2many	V	11412870	11415159	HTR3A	1	18.2171	16.6667
ENSG00000166736	HGNC Symbol	11	113974881	113990313	WBGene00017375	pbo-6	ortholog_many2many	X	17429042	17433103	HTR3A	1	16.8605	20.6161
ENSG00000166736	HGNC Symbol	11	113974881	113990313	WBGene00012857	pbo-5	ortholog_many2many	V	20915486	20922738	HTR3A	1	19.9612	20.2358
ENSG00000166736	HGNC Symbol	11	113974881	113990313	WBGene00000062	acr-23	ortholog_many2many	V	3651686	3659499	HTR3A	1	19.5736	18.5321
ENSG00000166736	HGNC Symbol	11	113974881	113990313	WBGene00000059	acr-20	ortholog_many2many	II	14373831	14377890	HTR3A	1	18.6047	17.2662
ENSG00000166736	HGNC Symbol	11	113974881	113990313	WBGene00008997	lgc-31	ortholog_many2many	V	15512765	15522020	HTR3A	1	22.4806	17.1852
ENSG00000166736	HGNC Symbol	11	113974881	113990313	WBGene00019069	lgc-30	ortholog_many2many	IV	924936	939667	HTR3A	1	18.4109	17.9584
ENSG00000166736	HGNC Symbol	11	113974881	113990313	WBGene00000955	des-2	ortholog_many2many	V	11415342	11420293	HTR3A	1	22.093	20.3936
ENSG00000166736	HGNC Symbol	11	113974881	113990313	WBGene00013534	acr-24	ortholog_many2many	IV	15497567	15510980	HTR3A	1	20.5426	18.3391
ENSG00000166736	HGNC Symbol	11	113974881	113990313	WBGene00000044	acr-5	ortholog_many2many	III	6509699	6514768	HTR3A	1	18.6047	16.0535
ENSG00000166736	HGNC Symbol	11	113974881	113990313	WBGene00000056	acr-17	ortholog_many2many	V	2608656	2615247	HTR3A	1	20.3488	20.3883
ENSG00000166321	HGNC Symbol	10	73110375	73131828	WBGene00003586	ndx-9	ortholog_one2one	IV	11009981	11012020	NUDT13	1	28.125	26.4706
ENSG00000113391	HGNC Symbol	5	93618069	94111699	WBGene00013561	Y75B8A.31	ortholog_one2one	III	12351642	12354925	FAM172A	-1	25.9615	34.5048
ENSG00000140279	HGNC Symbol	15	45092650	45114344	WBGene00018771	duox-2	ortholog_many2many	I	137845	144565	DUOX2	-1	34.3669	35.3959
ENSG00000140279	HGNC Symbol	15	45092650	45114344	WBGene00000253	bli-3	ortholog_many2many	I	146486	154850	DUOX2	-1	34.6899	35.8717
ENSG00000284461	Clone-based (Ensembl) gene	7	66628958	66811189	WBGene00004377	rme-6	ortholog_one2many	X	1097152	1103320	AC027644.4	1	7.75862	1.64684
ENSG00000162813	HGNC Symbol	1	220057482	220090462	WBGene00044063	bpnt-1	ortholog_one2one	II	4420255	4422319	BPNT1	-1	40.5844	39.185
ENSG00000176256	HGNC Symbol	1	33860475	33864791	WBGene00001972	hmg-1.2	ortholog_one2many	III	6280380	6282411	HMGB4	1	30.6452	24.2553
ENSG00000132300	HGNC Symbol	2	86106182	86142157	WBGene00002804	let-630	ortholog_one2one	I	5162599	5164884	PTCD3	1	18.1422	18.9394
ENSG00000162231	HGNC Symbol	11	62792123	62806302	WBGene00003835	nxf-2	ortholog_many2many	V	14416067	14417835	NXF1	-1	17.1244	26.1728
ENSG00000162231	HGNC Symbol	11	62792123	62806302	WBGene00003834	nxf-1	ortholog_many2many	V	14412400	14415792	NXF1	-1	21.9709	21.6561
ENSG00000169371	HGNC Symbol	15	75598083	75626469	WBGene00017746	F23F1.5	ortholog_one2one	II	30061	31584	SNUPN	-1	37.2222	41.6149
ENSG00000173210	HGNC Symbol	5	149141483	149260542	WBGene00006839	unc-115	ortholog_one2many	X	10146889	10153142	ABLIM3	1	25.9151	27.6995
ENSG00000102290	HGNC Symbol	X	91779261	92623230	WBGene00000402	cdh-10	ortholog_one2many	IV	2436505	2463405	PCDH11X	1	14.6993	11.1549
ENSG00000091136	HGNC Symbol	7	107923799	108003255	WBGene00002247	lam-1	ortholog_one2many	IV	5173280	5183708	LAMB1	-1	40.8735	40.7821
ENSG00000221823	HGNC Symbol	2	68178857	68256237	WBGene00000554	cnb-1	ortholog_one2many	V	11375742	11377990	PPP3R1	-1	78.2353	77.7778
ENSG00000088367	HGNC Symbol	20	36091504	36232799	WBGene00001488	frm-1	ortholog_one2many	I	14875784	14900213	EPB41L1	1	31.2145	5.91652
ENSG00000169490	HGNC Symbol	8	38988808	38996824	WBGene00015353	C02F5.13	ortholog_one2one	III	8247351	8248814	TM2D2	-1	40.1869	40.9524
ENSG00000130402	HGNC Symbol	19	38647649	38731583	WBGene00000228	atn-1	ortholog_one2many	V	12478413	12484442	ACTN4	1	60.3732	59.7826
ENSG00000197375	HGNC Symbol	5	132369752	132395614	WBGene00003843	oct-2	ortholog_many2many	X	11346455	11350244	SLC22A5	1	26.1618	20.0793
ENSG00000197375	HGNC Symbol	5	132369752	132395614	WBGene00019408	K05F1.6	ortholog_many2many	II	5782524	5787658	SLC22A5	1	26.3339	17.8738
ENSG00000178921	HGNC Symbol	17	8247618	8270491	WBGene00008654	F10F2.2	ortholog_one2one	III	4618853	4643305	PFAS	1	46.861	47.3565
ENSG00000165244	HGNC Symbol	9	96385941	96418329	WBGene00013240	Y56A3A.28	ortholog_one2one	III	11961470	11971367	ZNF367	-1	22.8571	20.7254
ENSG00000142207	HGNC Symbol	21	32311018	32393026	WBGene00020273	T05H4.10	ortholog_one2one	V	6417495	6424155	URB1	-1	4.84368	23.1092
ENSG00000275591	HGNC Symbol	8	6808517	6835644	WBGene00000422	ced-8	ortholog_one2many	X	8414015	8416919	XKR5	-1	12.2449	18.3406
